Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
270,01/10/24 14:15:00,0.413,7.5,0.472,6.8,2.5,0.339,5.1,0.392,4.0,1.7,6.0,0.390,6.1,0.297,6.6,1.3,7.5,2.7,0.291,0.337,4.0,5.0,1.8,6.5,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.639,6.0,1.6,0.401,0.600,0.637,4.2,6.8,7.5
271,01/10/24 14:20:00,0.413,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.7,6.0,0.390,6.0,0.296,6.6,1.3,7.5,2.6,0.291,0.337,4.1,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.639,6.0,1.6,0.402,0.600,0.637,4.2,6.8,7.5
272,01/10/24 14:25:00,0.413,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.7,6.0,0.390,6.0,0.296,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.000,0.0,1.6,0.401,0.600,0.000,4.1,0.0,0.0
273,01/10/24 14:30:00,0.413,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.7,6.0,0.390,6.0,0.296,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.000,0.0,1.6,0.401,0.600,0.000,4.1,0.0,0.0
274,01/10/24 14:35:00,0.413,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.6,6.0,0.390,6.0,0.296,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.3,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.000,0.0,1.6,0.401,0.600,0.000,4.2,0.0,0.0
275,01/10/24 14:40:00,0.413,7.3,0.472,6.8,2.5,0.338,5.1,0.392,4.0,1.6,6.0,0.390,6.1,0.296,6.5,1.3,7.5,2.7,0.291,0.337,4.1,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.639,6.0,1.6,0.401,0.600,0.637,4.1,6.8,7.5
276,01/10/24 14:45:00,0.413,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.1,0.295,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.639,6.0,1.7,0.401,0.600,0.637,4.1,6.8,7.5
277,01/10/24 14:50:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.6,6.0,0.390,6.0,0.295,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.3,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.000,0.0,1.6,0.401,0.600,0.000,4.1,0.0,0.0
278,01/10/24 14:55:00,0.412,7.5,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.7,5.8,0.390,6.1,0.295,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.000,0.0,1.6,0.401,0.600,0.000,4.1,0.0,0.0
279,01/10/24 15:00:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.392,4.0,1.7,6.0,0.390,6.0,0.295,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.000,0.0,1.6,0.401,0.600,0.000,4.2,0.0,0.0
280,01/10/24 15:05:00,0.412,7.5,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.1,0.295,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.000,0.0,1.6,0.401,0.600,0.000,4.1,0.0,0.0
281,01/10/24 15:10:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.7,6.0,0.390,6.0,0.295,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.639,6.0,1.6,0.401,0.600,0.637,4.2,6.8,7.5
282,01/10/24 15:15:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.6,6.0,0.390,6.1,0.294,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.639,6.0,1.6,0.401,0.600,0.637,4.1,6.8,7.5
283,01/10/24 15:20:00,0.412,7.5,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.1,0.294,6.6,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.3,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.000,0.0,1.6,0.401,0.600,0.000,4.1,0.0,0.0
284,01/10/24 15:25:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.7,5.8,0.390,6.0,0.294,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.639,6.0,1.6,0.401,0.600,0.637,4.1,6.8,7.5
285,01/10/24 15:30:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.6,6.0,0.390,6.0,0.294,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.1,5.3,2.8,0.639,6.0,1.6,0.401,0.600,0.637,4.1,6.8,7.5
286,01/10/24 15:35:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.7,6.0,0.390,6.0,0.294,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.000,0.0,1.6,0.401,0.600,0.000,4.1,0.0,0.0
287,01/10/24 15:40:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.1,0.294,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.639,6.0,1.6,0.401,0.600,0.637,4.1,6.8,7.5
288,01/10/24 15:45:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.1,0.294,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.639,6.0,1.6,0.401,0.600,0.637,4.2,6.8,7.5
289,01/10/24 15:50:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.392,3.8,1.7,6.0,0.390,6.1,0.294,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.000,0.0,1.6,0.401,0.600,0.000,4.1,0.0,0.0
290,01/10/24 15:55:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.1,0.293,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.639,6.0,1.6,0.400,0.600,0.637,4.1,6.8,7.5
291,01/10/24 16:00:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.7,6.0,0.390,6.0,0.293,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.000,0.0,1.6,0.400,0.600,0.000,4.1,0.0,0.0
292,01/10/24 16:05:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.6,6.0,0.390,6.0,0.293,6.5,1.3,7.5,2.7,0.291,0.337,4.1,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.639,6.0,1.6,0.400,0.600,0.637,4.1,6.8,7.5
293,01/10/24 16:10:00,0.412,7.5,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.7,6.0,0.390,6.0,0.293,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.639,6.0,1.6,0.400,0.600,0.637,4.1,6.8,7.5
294,01/10/24 16:15:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.7,6.0,0.390,6.0,0.293,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.000,0.0,1.6,0.400,0.600,0.000,4.1,0.0,0.0
295,01/10/24 16:20:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.293,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.000,0.0,1.6,0.400,0.600,0.000,4.1,0.0,0.0
296,01/10/24 16:25:00,0.412,7.5,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.7,6.0,0.390,6.0,0.293,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.000,0.0,1.6,0.400,0.600,0.000,4.1,0.0,0.0
297,01/10/24 16:30:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.293,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.639,6.0,1.6,0.400,0.599,0.637,4.1,6.8,7.5
298,01/10/24 16:35:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.293,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.3,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.1,5.3,2.8,0.639,6.0,1.6,0.400,0.599,0.637,4.1,6.8,7.5
299,01/10/24 16:40:00,0.412,7.5,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.293,6.5,1.3,7.5,2.6,0.291,0.337,4.1,5.0,1.8,6.3,5.3,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.639,6.0,1.6,0.400,0.599,0.637,4.1,6.8,7.5
300,01/10/24 16:45:00,0.412,7.5,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.000,0.0,1.6,0.400,0.599,0.000,4.1,0.0,0.0
301,01/10/24 16:50:00,0.412,7.3,0.472,6.6,2.5,0.338,5.1,0.390,4.0,1.7,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.400,0.599,0.637,4.1,6.8,7.5
302,01/10/24 16:55:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.1,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.3,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.8,0.640,6.0,1.6,0.400,0.599,0.637,4.1,6.8,7.5
303,01/10/24 17:00:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,5.8,0.390,6.0,0.292,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
304,01/10/24 17:05:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.000,0.0,1.6,0.399,0.599,0.000,4.1,0.0,0.0
305,01/10/24 17:10:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.392,4.0,1.6,6.0,0.390,6.1,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
306,01/10/24 17:15:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.3,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
307,01/10/24 17:20:00,0.412,7.3,0.472,6.6,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.000,0.0,1.5,0.399,0.599,0.000,4.1,0.0,0.0
308,01/10/24 17:25:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.215,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
309,01/10/24 17:30:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
310,01/10/24 17:35:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.000,0.0,1.6,0.399,0.599,0.000,4.1,0.0,0.0
311,01/10/24 17:40:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.3,0.277,2.8,0.160,7.0,0.340,0.216,1.5,4.2,5.2,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
312,01/10/24 17:45:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.7,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
313,01/10/24 17:50:00,0.412,7.3,0.472,6.8,2.5,0.338,5.0,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.215,1.3,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.6,7.5
314,01/10/24 17:55:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.6,7.5
315,01/10/24 18:00:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.5,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.215,1.5,4.2,5.3,2.7,0.000,0.0,1.6,0.399,0.599,0.000,4.1,0.0,0.0
316,01/10/24 18:05:00,0.413,7.3,0.472,6.6,2.5,0.338,5.1,0.390,3.8,1.6,5.8,0.390,6.0,0.292,6.5,1.5,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
317,01/10/24 18:10:00,0.412,7.3,0.472,6.6,2.5,0.338,5.0,0.390,3.8,1.6,6.0,0.390,6.1,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
318,01/10/24 18:15:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.1,5.3,2.7,0.000,0.0,1.6,0.399,0.599,0.000,4.1,0.0,0.0
319,01/10/24 18:20:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.5,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.000,0.0,1.6,0.399,0.599,0.000,4.1,0.0,0.0
320,01/10/24 18:25:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,5.8,0.390,6.0,0.292,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
321,01/10/24 18:30:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,4.8,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
322,01/10/24 18:35:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.7,0.291,0.337,4.0,4.8,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.6,7.5
323,01/10/24 18:40:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,4.0,1.6,6.0,0.390,6.0,0.292,6.5,1.3,7.5,2.7,0.291,0.337,4.0,5.0,2.0,6.3,5.3,0.277,3.0,0.160,7.0,0.340,0.215,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
324,01/10/24 18:45:00,0.412,7.3,0.472,6.6,2.5,0.338,5.1,0.390,3.8,1.6,5.8,0.390,6.0,0.292,6.5,1.5,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.215,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.0,6.6,7.5
325,01/10/24 18:50:00,0.412,7.3,0.472,6.8,2.5,0.338,5.0,0.390,3.8,1.6,5.8,0.390,6.0,0.292,6.5,1.5,7.5,2.7,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.000,0.0,1.5,0.399,0.599,0.000,4.1,0.0,0.0
326,01/10/24 18:55:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.7,5.8,0.390,6.0,0.292,6.5,1.5,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.215,1.5,4.1,5.3,2.7,0.000,0.0,1.6,0.399,0.599,0.000,4.1,0.0,0.0
327,01/10/24 19:00:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,5.8,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,3.0,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.8,7.5
328,01/10/24 19:05:00,0.412,7.3,0.472,6.6,2.5,0.338,5.1,0.390,3.8,1.7,6.0,0.390,6.0,0.292,6.5,1.5,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.3,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.6,7.5
329,01/10/24 19:10:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,5.8,0.390,6.0,0.292,6.5,1.3,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.1,5.2,2.7,0.000,0.0,1.6,0.399,0.599,0.000,4.1,0.0,0.0
330,01/10/24 19:15:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.5,7.5,2.7,0.291,0.337,4.0,4.8,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.640,5.8,1.6,0.399,0.599,0.637,4.0,6.8,7.5
331,01/10/24 19:20:00,0.412,7.3,0.472,6.6,2.5,0.338,5.1,0.390,3.8,1.6,5.8,0.390,6.0,0.292,6.5,1.5,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.640,6.0,1.6,0.399,0.599,0.637,4.1,6.6,7.5
332,01/10/24 19:25:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.5,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.640,6.0,1.6,0.399,0.598,0.637,4.1,6.8,7.5
333,01/10/24 19:30:00,0.412,7.3,0.472,6.8,2.5,0.338,5.1,0.390,3.8,1.6,5.8,0.390,6.0,0.292,6.5,1.5,7.5,2.6,0.291,0.337,4.0,5.0,2.0,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.640,6.0,1.6,0.400,0.598,0.637,4.1,6.6,7.5
334,01/10/24 19:35:00,0.412,7.3,0.472,6.6,2.5,0.338,5.1,0.392,3.8,1.6,6.0,0.390,6.0,0.292,6.5,1.5,7.5,2.6,0.291,0.337,4.0,4.8,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.640,6.0,1.6,0.400,0.598,0.637,4.1,6.8,7.5
335,01/10/24 19:40:00,0.412,7.3,0.472,6.8,2.3,0.338,5.1,0.390,3.8,1.6,5.8,0.390,6.0,0.292,6.5,1.5,7.5,2.6,0.291,0.337,4.0,5.0,1.8,6.3,5.1,0.277,2.8,0.160,7.0,0.340,0.215,1.5,4.2,5.2,2.7,0.640,6.0,1.6,0.400,0.598,0.637,4.1,6.6,7.5
